74037 silly lifecycle resolve@1.5.0~preinstall: no script for preinstall, continuing
79076 silly linkStuff gaze@0.5.2 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79077 verbose linkBins gaze@0.5.2
79078 verbose linkMans gaze@0.5.2
79079 silly build glob-watcher@0.0.6
79080 info linkStuff glob-watcher@0.0.6
79081 silly linkStuff glob-watcher@0.0.6 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79082 verbose linkBins glob-watcher@0.0.6
79083 verbose linkMans glob-watcher@0.0.6
79084 silly build signal-exit@3.0.2
79085 info linkStuff signal-exit@3.0.2
79086 silly linkStuff signal-exit@3.0.2 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79087 verbose linkBins signal-exit@3.0.2
79088 verbose linkMans signal-exit@3.0.2
79089 silly build loud-rejection@1.6.0
79090 info linkStuff loud-rejection@1.6.0
79091 silly linkStuff loud-rejection@1.6.0 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79092 verbose linkBins loud-rejection@1.6.0
79093 verbose linkMans loud-rejection@1.6.0
79094 silly build isobject@3.0.1
79095 info linkStuff isobject@3.0.1
79096 silly linkStuff isobject@3.0.1 has /home/curtis/github/CurtLH/node_modules/snapdragon-node/node_modules as its parent node_modules
79097 verbose linkBins isobject@3.0.1
79098 verbose linkMans isobject@3.0.1
79099 silly build snapdragon-util@3.0.1
79100 info linkStuff snapdragon-util@3.0.1
79101 silly linkStuff snapdragon-util@3.0.1 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79102 verbose linkBins snapdragon-util@3.0.1
79103 verbose linkMans snapdragon-util@3.0.1
79104 silly build snapdragon-node@2.1.1
79105 info linkStuff snapdragon-node@2.1.1
79106 silly linkStuff snapdragon-node@2.1.1 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79107 verbose linkBins snapdragon-node@2.1.1
79108 verbose linkMans snapdragon-node@2.1.1
79109 silly build kind-of@3.2.2
79110 info linkStuff kind-of@3.2.2
79111 silly linkStuff kind-of@3.2.2 has /home/curtis/github/CurtLH/node_modules/snapdragon/node_modules/is-accessor-descriptor/node_modules as its parent node_modules
79112 verbose linkBins kind-of@3.2.2
79113 verbose linkMans kind-of@3.2.2
79114 silly build is-accessor-descriptor@0.1.6
79115 info linkStuff is-accessor-descriptor@0.1.6
79116 silly linkStuff is-accessor-descriptor@0.1.6 has /home/curtis/github/CurtLH/node_modules/snapdragon/node_modules as its parent node_modules
79117 verbose linkBins is-accessor-descriptor@0.1.6
79118 verbose linkMans is-accessor-descriptor@0.1.6
79119 silly build kind-of@3.2.2
79120 info linkStuff kind-of@3.2.2
79121 silly linkStuff kind-of@3.2.2 has /home/curtis/github/CurtLH/node_modules/snapdragon/node_modules/is-data-descriptor/node_modules as its parent node_modules
79122 verbose linkBins kind-of@3.2.2
79123 verbose linkMans kind-of@3.2.2
79124 silly build is-data-descriptor@0.1.4
79125 info linkStuff is-data-descriptor@0.1.4
79126 silly linkStuff is-data-descriptor@0.1.4 has /home/curtis/github/CurtLH/node_modules/snapdragon/node_modules as its parent node_modules
79127 verbose linkBins is-data-descriptor@0.1.4
79128 verbose linkMans is-data-descriptor@0.1.4
79129 silly build kind-of@5.1.0
79130 info linkStuff kind-of@5.1.0
79131 silly linkStuff kind-of@5.1.0 has /home/curtis/github/CurtLH/node_modules/snapdragon/node_modules as its parent node_modules
79132 verbose linkBins kind-of@5.1.0
79133 verbose linkMans kind-of@5.1.0
79134 silly build is-descriptor@0.1.6
79135 info linkStuff is-descriptor@0.1.6
79136 silly linkStuff is-descriptor@0.1.6 has /home/curtis/github/CurtLH/node_modules/snapdragon/node_modules as its parent node_modules
79137 verbose linkBins is-descriptor@0.1.6
79138 verbose linkMans is-descriptor@0.1.6
79139 silly build define-property@0.2.5
79140 info linkStuff define-property@0.2.5
79141 silly linkStuff define-property@0.2.5 has /home/curtis/github/CurtLH/node_modules/snapdragon/node_modules as its parent node_modules
79142 verbose linkBins define-property@0.2.5
79143 verbose linkMans define-property@0.2.5
79144 silly build sntp@1.0.9
79145 info linkStuff sntp@1.0.9
79146 silly linkStuff sntp@1.0.9 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79147 verbose linkBins sntp@1.0.9
79148 verbose linkMans sntp@1.0.9
79149 silly build hawk@3.1.3
79150 info linkStuff hawk@3.1.3
79151 silly linkStuff hawk@3.1.3 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79152 verbose linkBins hawk@3.1.3
79153 verbose linkMans hawk@3.1.3
79154 silly build socket.io-adapter@1.1.1
79155 info linkStuff socket.io-adapter@1.1.1
79156 silly linkStuff socket.io-adapter@1.1.1 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79157 verbose linkBins socket.io-adapter@1.1.1
79158 verbose linkMans socket.io-adapter@1.1.1
79159 silly build isarray@2.0.1
79160 info linkStuff isarray@2.0.1
79161 silly linkStuff isarray@2.0.1 has /home/curtis/github/CurtLH/node_modules/socket.io-parser/node_modules as its parent node_modules
79162 verbose linkBins isarray@2.0.1
79163 verbose linkMans isarray@2.0.1
79164 silly build socket.io-parser@3.1.2
79165 info linkStuff socket.io-parser@3.1.2
79166 silly linkStuff socket.io-parser@3.1.2 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79167 verbose linkBins socket.io-parser@3.1.2
79168 verbose linkMans socket.io-parser@3.1.2
79169 silly build source-map@0.5.7
79170 info linkStuff source-map@0.5.7
79171 silly linkStuff source-map@0.5.7 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79172 verbose linkBins source-map@0.5.7
79173 verbose linkMans source-map@0.5.7
79174 silly build clean-css@4.1.9
79175 info linkStuff clean-css@4.1.9
79176 silly linkStuff clean-css@4.1.9 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79177 verbose linkBins clean-css@4.1.9
79178 verbose linkMans clean-css@4.1.9
79179 silly build source-map-url@0.4.0
79180 info linkStuff source-map-url@0.4.0
79181 silly linkStuff source-map-url@0.4.0 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79182 verbose linkBins source-map-url@0.4.0
79183 verbose linkMans source-map-url@0.4.0
79184 silly build sparkles@1.0.0
79185 info linkStuff sparkles@1.0.0
79186 silly linkStuff sparkles@1.0.0 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79187 verbose linkBins sparkles@1.0.0
79188 verbose linkMans sparkles@1.0.0
79189 silly build has-gulplog@0.1.0
79190 info linkStuff has-gulplog@0.1.0
79191 silly linkStuff has-gulplog@0.1.0 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79192 verbose linkBins has-gulplog@0.1.0
79193 verbose linkMans has-gulplog@0.1.0
79194 silly build glogg@1.0.1
79195 info linkStuff glogg@1.0.1
79196 silly linkStuff glogg@1.0.1 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79197 verbose linkBins glogg@1.0.1
79198 verbose linkMans glogg@1.0.1
79199 silly build gulplog@1.0.0
79200 info linkStuff gulplog@1.0.0
79201 silly linkStuff gulplog@1.0.0 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79202 verbose linkBins gulplog@1.0.0
79203 verbose linkMans gulplog@1.0.0
79204 silly build spdx-expression-parse@1.0.4
79205 info linkStuff spdx-expression-parse@1.0.4
79206 silly linkStuff spdx-expression-parse@1.0.4 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79207 verbose linkBins spdx-expression-parse@1.0.4
79208 verbose linkMans spdx-expression-parse@1.0.4
79209 silly build spdx-license-ids@1.2.2
79210 info linkStuff spdx-license-ids@1.2.2
79211 silly linkStuff spdx-license-ids@1.2.2 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79212 verbose linkBins spdx-license-ids@1.2.2
79213 verbose linkMans spdx-license-ids@1.2.2
79214 silly build spdx-correct@1.0.2
79215 info linkStuff spdx-correct@1.0.2
79216 silly linkStuff spdx-correct@1.0.2 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79217 verbose linkBins spdx-correct@1.0.2
79218 verbose linkMans spdx-correct@1.0.2
79219 silly build is-extendable@1.0.1
79220 info linkStuff is-extendable@1.0.1
79221 silly linkStuff is-extendable@1.0.1 has /home/curtis/github/CurtLH/node_modules/split-string/node_modules as its parent node_modules
79222 verbose linkBins is-extendable@1.0.1
79223 verbose linkMans is-extendable@1.0.1
79224 silly build extend-shallow@3.0.2
79225 info linkStuff extend-shallow@3.0.2
79226 silly linkStuff extend-shallow@3.0.2 has /home/curtis/github/CurtLH/node_modules/split-string/node_modules as its parent node_modules
79227 verbose linkBins extend-shallow@3.0.2
79228 verbose linkMans extend-shallow@3.0.2
79229 silly build split-string@3.1.0
79230 info linkStuff split-string@3.1.0
79231 silly linkStuff split-string@3.1.0 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79232 verbose linkBins split-string@3.1.0
79233 verbose linkMans split-string@3.1.0
79234 silly build set-value@2.0.0
79235 info linkStuff set-value@2.0.0
79236 silly linkStuff set-value@2.0.0 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79237 verbose linkBins set-value@2.0.0
79238 verbose linkMans set-value@2.0.0
79239 silly build assert-plus@1.0.0
79240 info linkStuff assert-plus@1.0.0
79241 silly linkStuff assert-plus@1.0.0 has /home/curtis/github/CurtLH/node_modules/sshpk/node_modules as its parent node_modules
79242 verbose linkBins assert-plus@1.0.0
79243 verbose linkMans assert-plus@1.0.0
79244 silly build kind-of@3.2.2
79245 info linkStuff kind-of@3.2.2
79246 silly linkStuff kind-of@3.2.2 has /home/curtis/github/CurtLH/node_modules/static-extend/node_modules/is-accessor-descriptor/node_modules as its parent node_modules
79247 verbose linkBins kind-of@3.2.2
79248 verbose linkMans kind-of@3.2.2
79249 silly build is-accessor-descriptor@0.1.6
79250 info linkStuff is-accessor-descriptor@0.1.6
79251 silly linkStuff is-accessor-descriptor@0.1.6 has /home/curtis/github/CurtLH/node_modules/static-extend/node_modules as its parent node_modules
79252 verbose linkBins is-accessor-descriptor@0.1.6
79253 verbose linkMans is-accessor-descriptor@0.1.6
79254 silly build kind-of@3.2.2
79255 info linkStuff kind-of@3.2.2
79256 silly linkStuff kind-of@3.2.2 has /home/curtis/github/CurtLH/node_modules/static-extend/node_modules/is-data-descriptor/node_modules as its parent node_modules
79257 verbose linkBins kind-of@3.2.2
79258 verbose linkMans kind-of@3.2.2
79259 silly build is-data-descriptor@0.1.4
79260 info linkStuff is-data-descriptor@0.1.4
79261 silly linkStuff is-data-descriptor@0.1.4 has /home/curtis/github/CurtLH/node_modules/static-extend/node_modules as its parent node_modules
79262 verbose linkBins is-data-descriptor@0.1.4
79263 verbose linkMans is-data-descriptor@0.1.4
79264 silly build kind-of@5.1.0
79265 info linkStuff kind-of@5.1.0
79266 silly linkStuff kind-of@5.1.0 has /home/curtis/github/CurtLH/node_modules/static-extend/node_modules as its parent node_modules
79267 verbose linkBins kind-of@5.1.0
79268 verbose linkMans kind-of@5.1.0
79269 silly build is-descriptor@0.1.6
79270 info linkStuff is-descriptor@0.1.6
79271 silly linkStuff is-descriptor@0.1.6 has /home/curtis/github/CurtLH/node_modules/static-extend/node_modules as its parent node_modules
79272 verbose linkBins is-descriptor@0.1.6
79273 verbose linkMans is-descriptor@0.1.6
79274 silly build define-property@0.2.5
79275 info linkStuff define-property@0.2.5
79276 silly linkStuff define-property@0.2.5 has /home/curtis/github/CurtLH/node_modules/static-extend/node_modules as its parent node_modules
79277 verbose linkBins define-property@0.2.5
79278 verbose linkMans define-property@0.2.5
79279 silly build static-extend@0.1.2
79280 info linkStuff static-extend@0.1.2
79281 silly linkStuff static-extend@0.1.2 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79282 verbose linkBins static-extend@0.1.2
79283 verbose linkMans static-extend@0.1.2
79284 silly build class-utils@0.3.6
79285 info linkStuff class-utils@0.3.6
79286 silly linkStuff class-utils@0.3.6 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79287 verbose linkBins class-utils@0.3.6
79288 verbose linkMans class-utils@0.3.6
79289 silly build statuses@1.3.1
79290 info linkStuff statuses@1.3.1
79291 silly linkStuff statuses@1.3.1 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79292 verbose linkBins statuses@1.3.1
79293 verbose linkMans statuses@1.3.1
79294 silly build http-errors@1.6.2
79295 info linkStuff http-errors@1.6.2
79296 silly linkStuff http-errors@1.6.2 has /home/curtis/github/CurtLH/node_modules/send/node_modules as its parent node_modules
79297 verbose linkBins http-errors@1.6.2
79298 verbose linkMans http-errors@1.6.2
79299 silly build send@0.15.2
79300 info linkStuff send@0.15.2
79301 silly linkStuff send@0.15.2 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79302 verbose linkBins send@0.15.2
79303 verbose linkMans send@0.15.2
79304 silly build serve-static@1.12.2
79305 info linkStuff serve-static@1.12.2
79306 silly linkStuff serve-static@1.12.2 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79307 verbose linkBins serve-static@1.12.2
79308 verbose linkMans serve-static@1.12.2
79309 silly build http-errors@1.5.1
79310 info linkStuff http-errors@1.5.1
79311 silly linkStuff http-errors@1.5.1 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79312 verbose linkBins http-errors@1.5.1
79313 verbose linkMans http-errors@1.5.1
79314 silly build serve-index@1.8.0
79315 info linkStuff serve-index@1.8.0
79316 silly linkStuff serve-index@1.8.0 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79317 verbose linkBins serve-index@1.8.0
79318 verbose linkMans serve-index@1.8.0
79319 silly build stream-consume@0.1.0
79320 info linkStuff stream-consume@0.1.0
79321 silly linkStuff stream-consume@0.1.0 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79322 verbose linkBins stream-consume@0.1.0
79323 verbose linkMans stream-consume@0.1.0
79324 silly build stream-throttle@0.1.3
79325 info linkStuff stream-throttle@0.1.3
79326 silly linkStuff stream-throttle@0.1.3 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79327 verbose linkBins stream-throttle@0.1.3
79328 verbose link bins [ { throttleproxy: './bin/throttleproxy.js' },
79328 verbose link bins   '/home/curtis/github/CurtLH/node_modules/.bin',
79328 verbose link bins   false ]
79329 verbose linkMans stream-throttle@0.1.3
79330 silly gentlyRm /home/curtis/github/CurtLH/node_modules/.bin/throttleproxy is being purged
79331 verbose gentlyRm don't care about contents; nuking /home/curtis/github/CurtLH/node_modules/.bin/throttleproxy
79332 silly build string_decoder@1.0.3
79333 info linkStuff string_decoder@1.0.3
79334 silly linkStuff string_decoder@1.0.3 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79335 verbose linkBins string_decoder@1.0.3
79336 verbose linkMans string_decoder@1.0.3
79337 silly build stringstream@0.0.5
79338 info linkStuff stringstream@0.0.5
79339 silly linkStuff stringstream@0.0.5 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79340 verbose linkBins stringstream@0.0.5
79341 verbose linkMans stringstream@0.0.5
79342 silly build strip-ansi@3.0.1
79343 info linkStuff strip-ansi@3.0.1
79344 silly linkStuff strip-ansi@3.0.1 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79345 verbose linkBins strip-ansi@3.0.1
79346 verbose linkMans strip-ansi@3.0.1
79347 silly build string-width@1.0.2
79348 info linkStuff string-width@1.0.2
79349 silly linkStuff string-width@1.0.2 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79350 verbose linkBins string-width@1.0.2
79351 verbose linkMans string-width@1.0.2
79352 silly build strip-bom@2.0.0
79353 info linkStuff strip-bom@2.0.0
79354 silly linkStuff strip-bom@2.0.0 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79355 verbose linkBins strip-bom@2.0.0
79356 verbose linkMans strip-bom@2.0.0
79357 silly build load-json-file@1.1.0
79358 info linkStuff load-json-file@1.1.0
79359 silly linkStuff load-json-file@1.1.0 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79360 verbose linkBins load-json-file@1.1.0
79361 verbose linkMans load-json-file@1.1.0
79362 silly build strip-indent@1.0.1
79363 info linkStuff strip-indent@1.0.1
79364 silly linkStuff strip-indent@1.0.1 has /home/curtis/github/CurtLH/node_modules as its parent node_modules
79365 verbose linkBins strip-indent@1.0.1
79366 verbose link bins [ { 'strip-indent': 'cli.js' },
